timestamp,level,cpu_max_pct,cpu_avg_pct,mem_used_pct,mem_avail_mb,disk_read_mb,disk_write_mb,net_sent_mb,net_recv_mb,top_pid,top_proc_name,top_proc_cpu,status,is_anomaly,anomaly_type,line_no
2026-05-22 18:33:59,INFO,10.8,10.8,50.6,1976.0,1.92,1.44,0.46,0.78,516,python,10.8,NORMAL,0,none,21
2026-05-22 18:33:60,INFO,21.1,21.1,49.8,2008.0,1.96,2.56,1.66,1.12,517,python,21.1,NORMAL,0,none,22
2026-05-22 18:33:61,INFO,2.4,2.4,41.9,2324.0,2.56,2.88,0.94,0.06,518,python,2.4,NORMAL,0,none,23
2026-05-22 18:33:62,INFO,19.8,19.8,38.0,2480.0,2.24,1.14,0.86,0.8,519,python,19.8,NORMAL,0,none,24
2026-05-22 18:33:63,INFO,26.7,26.7,43.4,2264.0,3.84,1.43,1.73,1.59,520,python,26.7,NORMAL,0,none,25
2026-05-22 18:33:64,INFO,9.9,9.9,21.1,3156.0,3.19,2.31,1.1,0.96,521,python,9.9,NORMAL,0,none,26
2026-05-22 18:33:65,INFO,5.5,5.5,42.2,2312.0,1.77,1.65,1.13,0.21,522,python,5.5,NORMAL,0,none,27
2026-05-22 18:33:66,INFO,6.9,6.9,52.7,1892.0,0.78,1.2,1.95,1.0,523,python,6.9,NORMAL,0,none,28
2026-05-22 18:33:67,INFO,17.2,17.2,38.3,2468.0,2.78,0.87,0.19,0.26,524,python,17.2,NORMAL,0,none,29
2026-05-22 18:33:68,INFO,9.2,9.2,28.3,2868.0,3.83,2.39,1.91,0.31,525,python,9.2,NORMAL,0,none,30
2026-05-22 18:33:69,INFO,27.3,27.3,52.4,1904.0,4.37,0.9,1.37,0.87,526,python,27.3,NORMAL,0,none,31
2026-05-22 18:33:70,INFO,9.8,9.8,56.9,1724.0,2.75,2.23,1.42,0.59,527,python,9.8,NORMAL,0,none,32
2026-05-22 18:33:71,INFO,21.4,21.4,45.8,2168.0,3.05,1.41,0.27,1.02,528,python,21.4,NORMAL,0,none,33
2026-05-22 18:33:72,INFO,3.6,3.6,27.1,2916.0,4.44,1.08,0.81,0.03,529,python,3.6,NORMAL,0,none,34
2026-05-22 18:33:73,INFO,10.7,10.7,56.8,1728.0,4.11,0.91,1.55,0.36,530,python,10.7,NORMAL,0,none,35
2026-05-22 18:33:74,INFO,10.4,10.4,25.6,2976.0,4.9,0.46,1.36,1.59,531,python,10.4,NORMAL,0,none,36
2026-05-22 18:33:75,INFO,18.4,18.4,29.2,2832.0,3.89,1.5,0.98,1.9,532,python,18.4,NORMAL,0,none,37
2026-05-22 18:33:76,INFO,9.2,9.2,49.2,2032.0,2.48,1.44,1.73,1.09,533,python,9.2,NORMAL,0,none,38
2026-05-22 18:33:77,INFO,27.6,27.6,43.9,2244.0,4.81,2.69,1.61,1.74,534,python,27.6,NORMAL,0,none,39
2026-05-22 18:33:78,INFO,7.4,7.4,50.6,1976.0,3.73,0.26,1.58,0.54,535,python,7.4,NORMAL,0,none,40
2026-05-22 18:33:79,INFO,29.3,29.3,23.4,3064.0,1.28,0.4,1.67,1.81,536,python,29.3,NORMAL,0,none,41
2026-05-22 18:33:80,INFO,21.0,21.0,30.1,2796.0,3.31,1.21,0.61,1.28,537,python,21.0,NORMAL,0,none,42
2026-05-22 18:33:81,INFO,1.1,1.1,58.7,1652.0,2.66,2.32,1.47,1.5,538,python,1.1,NORMAL,0,none,43
2026-05-22 18:33:82,WARNING,19.3,19.3,92.9,3084.0,3.55,0.51,1.0,0.46,539,python,19.3,ANOMALY:MEM_SPIKE,1,MEM_SPIKE,44
2026-05-22 18:33:83,INFO,12.0,12.0,49.6,2016.0,4.34,2.12,1.41,1.19,540,python,12.0,NORMAL,0,none,45
2026-05-22 18:33:84,INFO,17.8,17.8,31.2,2752.0,0.17,1.77,0.27,1.98,541,python,17.8,NORMAL,0,none,46
2026-05-22 18:33:85,INFO,18.1,18.1,57.1,1716.0,2.05,1.57,1.72,0.57,542,python,18.1,NORMAL,0,none,47
2026-05-22 18:33:86,INFO,13.0,13.0,59.4,1624.0,1.55,0.64,0.44,0.51,543,python,13.0,NORMAL,0,none,48
2026-05-22 18:33:87,WARNING,98.7,98.7,21.7,3132.0,2.54,1.9,0.02,1.93,544,python,98.7,ANOMALY:CPU_SPIKE,1,CPU_SPIKE,49
2026-05-22 18:33:88,INFO,3.7,3.7,45.1,2196.0,4.23,1.13,0.21,0.75,545,python,3.7,NORMAL,0,none,50
2026-05-22 18:33:89,INFO,5.6,5.6,26.5,2940.0,2.4,2.65,0.37,1.19,546,python,5.6,NORMAL,0,none,51
2026-05-22 18:33:90,WARNING,16.0,16.0,95.3,2876.0,3.59,0.21,1.9,0.91,547,python,16.0,ANOMALY:MEM_SPIKE,1,MEM_SPIKE,52
2026-05-22 18:33:91,WARNING,99.2,99.2,20.4,3184.0,1.31,2.25,1.75,1.87,548,python,99.2,ANOMALY:CPU_SPIKE,1,CPU_SPIKE,53
2026-05-23 00:34:56,INFO,100.0,63.48,85.7,1169.5,6923442.94,3506812.62,4597.4,6764.83,74503,mdworker_shared,74.5,NORMAL,0,none,62
2026-05-23 00:34:56,INFO,100.0,57.4,85.7,1169.5,6923457.33,3506812.65,4597.4,6764.85,74503,mdworker_shared,51.3,NORMAL,0,none,63
2026-05-23 00:34:56,INFO,100.0,56.74,85.7,1169.5,6923463.33,3506812.65,4597.4,6764.87,74564,mdworker_shared,69.0,NORMAL,0,none,64
2026-05-23 00:34:56,INFO,100.0,65.05,85.7,1169.5,6923478.33,3506812.66,4597.4,6764.9,74564,mdworker_shared,31.5,NORMAL,0,none,65
2026-05-23 00:34:56,INFO,100.0,58.4,85.7,1169.5,6923478.5,3506812.66,4597.4,6764.92,74567,mdworker_shared,82.8,NORMAL,0,none,66
2026-05-23 00:34:56,INFO,100.0,53.56,85.7,1169.5,6923479.94,3506812.71,4597.4,6764.93,74567,mdworker_shared,56.3,NORMAL,0,none,67
2026-05-23 00:34:57,INFO,100.0,58.25,85.7,1169.5,6923481.18,3506812.71,4597.4,6764.96,74568,mdworker_shared,66.1,NORMAL,0,none,68
2026-05-23 00:34:57,INFO,100.0,55.85,85.9,1153.6,6923481.4,3506812.71,4597.4,6764.98,74566,mdworker_shared,36.2,NORMAL,0,none,69
2026-05-23 00:34:57,INFO,100.0,56.45,85.9,1151.3,6923481.68,3506815.43,4597.4,6765.01,74522,mdworker_shared,80.2,NORMAL,0,none,70
2026-05-23 00:34:57,INFO,100.0,67.06,85.8,1161.1,6923499.71,3506815.45,4597.4,6765.02,74522,mdworker_shared,39.6,NORMAL,0,none,71
2026-05-23 00:34:57,INFO,100.0,73.28,85.7,1169.8,6923521.25,3506815.66,4597.42,6765.04,74519,mdworker_shared,62.1,NORMAL,0,none,72
2026-05-23 00:34:57,INFO,100.0,70.28,85.7,1169.8,6923531.21,3506815.66,4597.42,6765.06,74522,mdworker_shared,64.9,NORMAL,0,none,73
2026-05-23 00:34:57,INFO,100.0,52.75,85.7,1169.8,6923531.56,3506815.66,4597.45,6765.09,74521,mdworker_shared,50.1,NORMAL,0,none,74
2026-05-23 00:34:57,INFO,100.0,58.45,85.7,1169.8,6923533.53,3506815.77,4597.45,6765.11,74571,mdworker_shared,77.4,NORMAL,0,none,75
2026-05-23 00:34:58,INFO,100.0,55.17,85.7,1169.8,6923536.49,3506815.93,4597.45,6765.14,74571,mdworker_shared,71.2,NORMAL,0,none,76
2026-05-23 00:34:58,INFO,100.0,59.24,85.8,1160.6,6923541.91,3506815.98,4597.46,6765.17,74571,mdworker_shared,80.8,NORMAL,0,none,77
2026-05-23 00:34:58,INFO,100.0,55.7,85.8,1166.1,6923542.1,3506816.04,4597.46,6765.2,74524,mdworker_shared,68.8,NORMAL,0,none,78
2026-05-23 00:34:58,INFO,100.0,58.69,85.7,1174.9,6923542.56,3506816.17,4597.46,6765.23,74509,mdworker_shared,46.9,NORMAL,0,none,79
2026-05-23 00:34:58,INFO,100.0,54.89,85.8,1164.2,6923543.09,3506816.44,4597.46,6765.26,74572,mdworker_shared,28.5,NORMAL,0,none,80
2026-05-23 00:34:58,INFO,100.0,55.42,85.7,1172.1,6923543.76,3506816.95,4597.48,6765.29,74562,Python,22.7,NORMAL,0,none,81
2026-05-23 00:34:58,INFO,100.0,55.7,85.8,1163.4,6923544.69,3506816.95,4597.48,6765.33,74568,mdworker_shared,62.4,NORMAL,0,none,82
2026-05-23 00:34:59,INFO,100.0,56.38,85.7,1170.5,6923544.85,3506816.95,4597.48,6765.36,74568,mdworker_shared,87.9,NORMAL,0,none,83
2026-05-23 00:34:59,WARNING,100.0,64.09,97.0,1164.0,6923555.17,3506816.95,4597.5,6765.39,74568,mdworker_shared,32.2,ANOMALY:MEM_SPIKE,1,MEM_SPIKE,84
2026-05-23 00:34:59,INFO,100.0,62.54,85.8,1160.7,6923561.95,3506816.95,4597.5,6765.42,74503,mdworker_shared,69.2,NORMAL,0,none,85
2026-05-23 00:34:59,INFO,100.0,56.24,85.8,1166.7,6923564.32,3506816.95,4597.5,6765.47,74503,mdworker_shared,64.9,NORMAL,0,none,86
2026-05-23 00:34:59,INFO,100.0,69.4,85.7,1170.1,6923575.58,3506818.31,4597.5,6765.5,74503,mdworker_shared,78.6,NORMAL,0,none,87
2026-05-23 00:34:59,INFO,100.0,66.42,85.8,1164.0,6923586.71,3506818.31,4597.5,6765.53,74503,mdworker_shared,56.9,NORMAL,0,none,88
2026-05-23 00:34:59,INFO,100.0,73.21,85.8,1164.0,6923600.21,3506818.31,4597.5,6765.58,74524,mdworker_shared,65.0,NORMAL,0,none,89
2026-05-23 00:34:59,INFO,100.0,66.69,85.8,1164.0,6923607.94,3506818.31,4597.5,6765.62,74564,mdworker_shared,64.8,NORMAL,0,none,90
2026-05-23 00:35:00,INFO,100.0,67.62,85.8,1164.0,6923620.74,3506818.31,4597.51,6765.66,74567,mdworker_shared,33.1,NORMAL,0,none,91
2026-05-23 00:35:00,INFO,100.0,72.28,85.8,1164.0,6923631.09,3506818.34,4597.53,6765.7,74568,mdworker_shared,75.6,NORMAL,0,none,92
2026-05-23 00:35:00,INFO,100.0,63.39,85.8,1159.7,6923637.2,3506818.36,4597.54,6765.74,74524,mdworker_shared,52.8,NORMAL,0,none,93
2026-05-23 00:35:00,INFO,100.0,58.98,85.9,1159.0,6923641.05,3506819.61,4597.54,6765.78,74524,mdworker_shared,57.1,NORMAL,0,none,94
2026-05-23 00:35:00,INFO,100.0,58.0,85.9,1156.1,6923642.96,3506819.71,4597.54,6765.83,74524,mdworker_shared,68.1,NORMAL,0,none,95
2026-05-23 00:35:00,INFO,100.0,54.6,85.9,1156.1,6923643.11,3506821.85,4597.54,6765.87,74521,mdworker_shared,51.2,NORMAL,0,none,96
2026-05-23 00:35:00,INFO,100.0,53.85,85.8,1159.4,6923643.36,3506821.94,4597.54,6765.9,74564,mdworker_shared,63.9,NORMAL,0,none,97
2026-05-23 00:35:00,INFO,100.0,53.77,85.9,1158.9,6923643.48,3506821.94,4597.54,6765.94,74564,mdworker_shared,67.9,NORMAL,0,none,98
2026-05-23 00:35:01,INFO,100.0,58.92,86.0,1149.6,6923643.88,3506823.8,4597.54,6766.0,74564,mdworker_shared,38.6,NORMAL,0,none,99
2026-05-23 00:35:01,INFO,100.0,55.42,86.0,1149.6,6923644.06,3506826.23,4597.54,6766.03,74572,mdworker_shared,80.2,NORMAL,0,none,100
2026-05-23 00:35:01,INFO,100.0,56.02,85.9,1157.2,6923644.3,3506826.5,4597.54,6766.08,74565,mdworker_shared,68.4,NORMAL,0,none,101
2026-05-23 00:35:01,INFO,100.0,57.49,85.9,1158.3,6923644.69,3506830.31,4597.54,6766.12,74565,mdworker_shared,67.4,NORMAL,0,none,102
2026-05-23 00:35:01,INFO,100.0,60.31,86.0,1145.6,6923646.18,3506839.79,4597.54,6766.13,74567,mdworker_shared,72.0,NORMAL,0,none,103
2026-05-23 00:35:01,INFO,100.0,58.45,85.8,1163.0,6923646.41,3506852.72,4597.55,6766.17,74567,mdworker_shared,80.8,NORMAL,0,none,104
2026-05-23 00:35:01,INFO,100.0,55.05,85.8,1163.0,6923646.84,3506854.73,4597.55,6766.21,74567,mdworker_shared,24.4,NORMAL,0,none,105
2026-05-23 00:35:02,INFO,100.0,65.46,85.8,1163.0,6923647.54,3506861.05,4597.55,6766.23,74522,mdworker_shared,54.9,NORMAL,0,none,106
2026-05-23 00:35:02,INFO,100.0,55.77,85.8,1163.0,6923648.38,3506861.05,4597.55,6766.25,74566,mdworker_shared,55.4,NORMAL,0,none,107
2026-05-23 00:35:02,INFO,100.0,55.81,85.8,1163.0,6923648.73,3506865.55,4597.55,6766.27,74571,mdworker_shared,48.4,NORMAL,0,none,108
2026-05-23 00:35:02,INFO,100.0,59.35,85.9,1151.9,6923652.95,3506868.7,4597.55,6766.28,74571,mdworker_shared,41.9,NORMAL,0,none,109
2026-05-23 00:35:02,INFO,100.0,71.0,85.9,1156.0,6923657.95,3506880.02,4597.55,6766.3,74568,mdworker_shared,71.8,NORMAL,0,none,110
2026-05-23 00:35:02,INFO,100.0,59.45,86.0,1145.3,6923658.3,3506881.28,4597.55,6766.32,74565,mdworker_shared,57.4,NORMAL,0,none,111
2026-05-23 00:35:02,INFO,100.0,58.81,85.8,1162.5,6923659.41,3506881.44,4597.55,6766.34,74564,mdworker_shared,45.6,NORMAL,0,none,112
2026-05-23 00:35:02,INFO,100.0,54.66,85.8,1159.5,6923663.23,3506881.73,4597.55,6766.36,74562,Python,21.2,NORMAL,0,none,113
2026-05-23 00:35:03,INFO,100.0,56.39,85.9,1152.0,6923663.55,3506882.36,4597.55,6766.38,74502,mdworker_shared,70.0,NORMAL,0,none,114
2026-05-23 00:35:03,INFO,100.0,54.67,85.9,1154.5,6923663.66,3506883.93,4597.55,6766.4,74564,mdworker_shared,75.1,NORMAL,0,none,115
2026-05-23 00:35:03,INFO,100.0,52.76,85.9,1154.5,6923663.82,3506886.05,4597.55,6766.43,74502,mdworker_shared,39.8,NORMAL,0,none,116
2026-05-23 00:35:03,INFO,100.0,57.05,85.9,1155.0,6923665.62,3506886.05,4597.55,6766.45,74566,mdworker_shared,77.2,NORMAL,0,none,117
2026-05-23 00:35:03,INFO,100.0,58.69,85.9,1152.5,6923666.22,3506888.62,4597.55,6766.47,74568,mdworker_shared,51.8,NORMAL,0,none,118
2026-05-23 00:35:03,INFO,100.0,53.06,85.8,1164.3,6923667.35,3506890.87,4597.56,6766.52,74568,mdworker_shared,73.5,NORMAL,0,none,120
2026-05-23 00:35:04,INFO,100.0,54.74,85.8,1163.7,6923667.68,3506890.87,4597.56,6766.54,74520,mdworker_shared,62.3,NORMAL,0,none,121
2026-05-23 00:35:04,INFO,100.0,53.77,85.8,1167.3,6923668.06,3506891.65,4597.56,6766.55,74564,mdworker_shared,41.8,NORMAL,0,none,122
2026-05-23 00:35:04,INFO,100.0,53.45,85.7,1167.5,6923668.25,3506891.73,4597.56,6766.56,74565,mdworker_shared,76.0,NORMAL,0,none,123
2026-05-23 00:35:04,INFO,100.0,57.14,85.8,1167.2,6923668.47,3506891.76,4597.56,6766.56,74565,mdworker_shared,26.1,NORMAL,0,none,124
2026-05-23 00:35:04,INFO,100.0,60.71,85.7,1173.6,6923669.02,3506891.8,4597.56,6766.59,74502,mdworker_shared,80.3,NORMAL,0,none,125
2026-05-23 00:35:04,INFO,100.0,61.51,85.8,1161.7,6923669.33,3506891.82,4597.56,6766.62,74522,mdworker_shared,53.3,NORMAL,0,none,126
2026-05-23 00:35:06,WARNING,100.0,57.91,85.4,1193.1,6923849.25,3507016.02,4597.57,6766.94,74571,mdworker_shared,73.1,ANOMALY:CPU_SPIKE,1,CPU_SPIKE,138
2026-05-23 00:35:06,INFO,100.0,55.77,85.5,1190.7,6923849.68,3507016.29,4597.57,6766.95,74522,mdworker_shared,60.7,NORMAL,0,none,139
2026-05-23 00:35:06,INFO,100.0,56.39,85.4,1196.8,6923849.99,3507016.32,4597.57,6766.99,74522,mdworker_shared,80.9,NORMAL,0,none,140
2026-05-23 00:35:06,INFO,100.0,56.84,85.8,1161.0,6923850.29,3507016.32,4597.57,6767.0,74509,mdworker_shared,34.0,NORMAL,0,none,141
2026-05-23 00:35:06,INFO,100.0,58.56,85.6,1179.7,6923851.78,3507016.32,4597.57,6767.02,74520,mdworker_shared,44.7,NORMAL,0,none,142
2026-05-23 00:35:06,INFO,100.0,56.6,85.6,1176.7,6923852.52,3507016.33,4597.57,6767.05,74564,mdworker_shared,39.0,NORMAL,0,none,143
2026-05-23 00:35:07,INFO,100.0,61.06,85.6,1176.7,6923856.55,3507016.36,4597.58,6767.07,74562,Python,16.1,NORMAL,0,none,144
2026-05-23 00:35:07,INFO,100.0,51.92,85.6,1176.7,6923859.5,3507016.42,4597.58,6767.1,74511,mdworker_shared,46.1,NORMAL,0,none,145
2026-05-23 00:35:07,INFO,100.0,55.77,85.6,1176.7,6923862.79,3507016.53,4597.58,6767.13,74511,mdworker_shared,46.6,NORMAL,0,none,146
2026-05-23 00:35:07,INFO,100.0,61.95,85.6,1176.7,6923864.3,3507016.8,4597.58,6767.15,74520,mdworker_shared,28.3,NORMAL,0,none,147
2026-05-23 00:35:07,INFO,100.0,54.79,85.6,1176.7,6923864.73,3507017.02,4597.58,6767.17,74562,Python,22.8,NORMAL,0,none,148
2026-05-23 00:35:07,INFO,100.0,59.38,85.8,1161.2,6923888.16,3507017.43,4597.58,6767.2,74579,mdworker_shared,42.4,NORMAL,0,none,149
2026-05-23 00:35:07,INFO,100.0,56.39,85.6,1178.3,6923889.75,3507017.59,4597.58,6767.23,74562,Python,21.4,NORMAL,0,none,150
2026-05-23 00:35:08,INFO,75.0,45.35,85.9,1155.7,6923963.54,3507034.58,4597.58,6767.33,74562,Python,19.4,NORMAL,0,none,154
2026-05-23 00:35:08,INFO,100.0,60.77,85.9,1154.5,6923964.33,3507038.18,4597.59,6767.35,74562,Python,23.3,NORMAL,0,none,155
2026-05-23 00:35:08,INFO,100.0,54.67,85.9,1153.1,6923969.36,3507046.62,4597.59,6767.39,74566,mdworker_shared,30.1,NORMAL,0,none,156
2026-05-23 00:35:09,INFO,100.0,55.8,85.9,1151.1,6923986.32,3507064.04,4597.6,6767.48,74509,mdworker_shared,24.0,NORMAL,0,none,159
2026-05-23 00:35:09,WARNING,100.0,65.2,97.4,1151.1,6923995.69,3507065.36,4597.6,6767.54,74520,mdworker_shared,26.0,ANOMALY:MEM_SPIKE,1,MEM_SPIKE,161
2026-05-23 00:35:09,INFO,100.0,58.01,85.9,1151.1,6923997.7,3507065.55,4597.6,6767.57,74572,mdworker_shared,20.0,NORMAL,0,none,162
2026-05-23 00:35:09,INFO,100.0,54.98,85.9,1151.1,6923999.01,3507065.56,4597.6,6767.59,74511,mdworker_shared,25.6,NORMAL,0,none,163
2026-05-23 00:35:09,INFO,100.0,55.34,85.9,1151.1,6923999.64,3507065.61,4597.6,6767.62,74524,mdworker_shared,26.7,NORMAL,0,none,164
2026-05-23 00:35:09,INFO,100.0,55.56,85.7,1170.2,6924007.03,3507065.74,4597.6,6767.66,74582,mdworker_shared,34.4,NORMAL,0,none,165
2026-05-23 00:35:09,INFO,100.0,53.85,85.7,1168.0,6924015.89,3507065.91,4597.6,6767.7,74562,Python,23.0,NORMAL,0,none,166
2026-05-23 00:35:10,INFO,100.0,54.59,85.7,1168.4,6924017.33,3507065.92,4597.6,6767.74,74562,Python,23.5,NORMAL,0,none,167
2026-05-23 00:35:10,INFO,100.0,55.49,85.8,1165.2,6924019.02,3507065.92,4597.6,6767.78,74562,Python,21.3,NORMAL,0,none,168
2026-05-23 00:35:10,INFO,100.0,81.95,85.7,1169.2,6924060.81,3507066.7,4597.61,6767.87,74568,mdworker_shared,36.8,NORMAL,0,none,170
2026-05-23 00:35:10,INFO,100.0,66.08,85.7,1169.2,6924068.27,3507073.82,4597.61,6767.91,74584,mdworker_shared,27.0,NORMAL,0,none,171
2026-05-23 00:35:10,INFO,100.0,64.67,85.9,1154.7,6924105.93,3507085.52,4597.62,6767.99,74584,mdworker_shared,23.3,NORMAL,0,none,173
2026-05-23 00:35:11,INFO,100.0,64.51,85.9,1151.5,6924112.43,3507089.02,4597.62,6768.04,74582,mdworker_shared,23.4,NORMAL,0,none,174
2026-05-23 00:35:11,WARNING,100.0,59.61,85.9,1152.6,6924120.26,3507114.28,4597.62,6768.11,74571,mdworker_shared,36.0,ANOMALY:CPU_SPIKE,1,CPU_SPIKE,176
2026-05-23 00:35:11,INFO,100.0,58.39,85.9,1155.1,6924137.84,3507147.0,4597.63,6768.23,74562,Python,23.3,NORMAL,0,none,178
2026-05-23 00:35:11,INFO,100.0,59.73,85.9,1155.1,6924137.9,3507147.44,4597.63,6768.27,74562,Python,18.0,NORMAL,0,none,179
2026-05-23 00:35:11,INFO,100.0,54.74,85.9,1154.3,6924138.17,3507148.52,4597.63,6768.3,74562,Python,20.2,NORMAL,0,none,180
2026-05-23 00:35:12,INFO,92.9,54.68,85.9,1158.5,6924139.91,3507150.71,4597.63,6768.34,74562,Python,15.4,NORMAL,0,none,181
2026-05-23 00:35:12,INFO,100.0,54.74,85.9,1158.5,6924142.68,3507150.92,4597.63,6768.4,74562,Python,21.3,NORMAL,0,none,183
2026-05-23 00:35:12,INFO,100.0,59.01,85.9,1158.5,6924148.61,3507164.05,4597.63,6768.41,74597,mdworker_shared,45.8,NORMAL,0,none,184
2026-05-23 00:35:12,INFO,100.0,61.8,85.9,1158.5,6924169.3,3507188.41,4597.63,6768.44,74594,mdworker_shared,25.5,NORMAL,0,none,185
2026-05-23 00:35:12,INFO,100.0,60.41,85.9,1158.5,6924174.36,3507204.98,4597.63,6768.46,74590,mdworker_shared,52.9,NORMAL,0,none,186
2026-05-23 00:35:12,INFO,100.0,55.77,85.9,1158.5,6924176.11,3507212.86,4597.63,6768.48,74590,mdworker_shared,45.7,NORMAL,0,none,187
2026-05-23 00:35:12,INFO,100.0,59.0,85.8,1166.8,6924176.52,3507212.88,4597.63,6768.51,74592,mdworker_shared,50.4,NORMAL,0,none,188
2026-05-23 00:35:13,INFO,100.0,54.66,85.8,1166.4,6924176.93,3507212.88,4597.63,6768.54,74594,mdworker_shared,63.9,NORMAL,0,none,189
2026-05-23 00:35:13,INFO,100.0,52.09,85.6,1183.0,6924179.66,3507212.9,4597.64,6768.6,74566,mdworker_shared,64.8,NORMAL,0,none,191
2026-05-23 00:35:13,INFO,100.0,54.61,85.5,1189.8,6924182.98,3507214.53,4597.64,6768.64,74584,mdworker_shared,61.8,NORMAL,0,none,192
2026-05-23 00:35:13,INFO,100.0,53.71,85.6,1177.3,6924183.47,3507214.62,4597.64,6768.67,74584,mdworker_shared,65.3,NORMAL,0,none,193
2026-05-23 00:35:13,INFO,100.0,55.44,85.6,1179.9,6924183.64,3507214.71,4597.64,6768.71,74584,mdworker_shared,72.5,NORMAL,0,none,194
2026-05-23 00:35:14,WARNING,100.0,53.75,85.8,1164.5,6924185.5,3507215.11,4597.64,6768.78,74602,mdworker_shared,51.3,ANOMALY:CPU_SPIKE,1,CPU_SPIKE,196
2026-05-23 00:35:14,INFO,100.0,55.23,85.9,1155.0,6924186.86,3507215.73,4597.64,6768.81,74604,mdworker_shared,60.4,NORMAL,0,none,197
2026-05-23 00:35:14,INFO,100.0,55.06,85.9,1155.0,6924192.91,3507218.54,4597.64,6768.84,74585,mdworker_shared,61.4,NORMAL,0,none,198
2026-05-23 00:35:14,INFO,100.0,55.35,85.9,1155.0,6924195.32,3507219.61,4597.64,6768.88,74585,mdworker_shared,34.0,NORMAL,0,none,199
2026-05-23 00:35:14,INFO,100.0,56.2,85.9,1155.0,6924195.49,3507219.73,4597.64,6768.93,74600,mdworker_shared,57.0,NORMAL,0,none,200
2026-05-23 00:35:14,INFO,100.0,55.0,85.9,1155.0,6924195.61,3507219.73,4597.65,6768.96,74602,mdworker_shared,61.9,NORMAL,0,none,201
2026-05-23 00:35:14,INFO,100.0,54.67,85.9,1155.0,6924196.41,3507219.73,4597.65,6769.0,74603,mdworker_shared,59.8,NORMAL,0,none,202
2026-05-23 00:35:14,INFO,100.0,55.23,85.9,1155.0,6924200.63,3507220.2,4597.65,6769.04,74602,mdworker_shared,32.5,NORMAL,0,none,203
2026-05-23 00:35:15,INFO,100.0,52.89,85.6,1177.3,6924202.16,3507220.44,4597.65,6769.08,74602,mdworker_shared,38.8,NORMAL,0,none,204
2026-05-23 00:35:15,INFO,100.0,54.9,85.6,1176.8,6924203.47,3507220.8,4597.65,6769.12,74606,mdworker_shared,51.0,NORMAL,0,none,205
2026-05-23 00:35:15,INFO,100.0,54.6,85.7,1172.0,6924204.89,3507220.86,4597.65,6769.17,74602,mdworker_shared,25.0,NORMAL,0,none,206
2026-05-23 00:35:15,INFO,100.0,54.29,85.6,1181.8,6924205.74,3507221.54,4597.65,6769.2,74610,mdworker_shared,44.7,NORMAL,0,none,207
2026-05-23 00:35:15,INFO,100.0,56.39,85.8,1161.2,6924207.62,3507221.54,4597.65,6769.24,74615,mdworker_shared,42.0,NORMAL,0,none,208
2026-05-23 00:35:15,INFO,100.0,58.24,85.7,1173.5,6924210.16,3507221.64,4597.66,6769.25,74604,mdworker_shared,68.5,NORMAL,0,none,209
